GEOID,Census Tract,County,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,fpl_total2,Percent_20,fpl_tota_1,Percent__1,difference
24035810902,Census Tract 8109.02, Queen Anne's County,813,140,199,71,24,25,223,16,7.174887892,58,26.97674419,19.802
24037875100,Census Tract 8751, St. Mary's County,1358,181,229,98,75,40,304,11,3.618421053,86,20.97560976,17.357
24043000302,Census Tract 3.02, Washington County,814,185,91,54,0,12,91,35,38.46153846,25,30.12048193,-8.341
24043000500,Census Tract 5, Washington County,1420,334,270,138,19,23,289,65,22.49134948,60,18.98734177,-3.504
24043000900,Census Tract 9, Washington County,1011,178,216,97,34,25,250,85,34,45,30,-4
24043001002,Census Tract 10.02, Washington County,778,213,192,78,14,17,206,23,11.16504854,7,3.196347032,-7.969
24043010100,Census Tract 101, Washington County,307,85,54,31,0,12,54,7,12.96296296,0,0,-12.963
24043010300,Census Tract 103, Washington County,1744,204,207,100,167,122,374,59,15.77540107,0,0,-15.775
24043010600,Census Tract 106, Washington County,1003,214,282,94,47,38,329,38,11.55015198,5,3.144654088,-8.405
24033801003,Census Tract 8010.03, Prince George's County,1707,331,292,127,195,105,487,7,1.437371663,16,3.571428571,2.134
24037875300,Census Tract 8753, St. Mary's County,820,203,105,79,74,58,179,9,5.027932961,0,0,-5.028
24037875500,Census Tract 8755, St. Mary's County,2632,444,344,136,70,39,414,5,1.207729469,4,0.611620795,-0.596
24037876001,Census Tract 8760.01, St. Mary's County,1660,335,403,145,34,29,437,100,22.88329519,79,25.56634304,2.683
24037876002,Census Tract 8760.02, St. Mary's County,2416,452,585,182,221,98,806,35,4.342431762,89,7.165861514,2.823
24039980400,Census Tract 9804, Somerset County,692,406,49,38,0,12,49,0,0,0,0,0
24043010801,Census Tract 108.01, Washington County,762,168,172,73,63,38,235,5,2.127659574,8,3.25203252,1.124
24043010900,Census Tract 109, Washington County,2025,248,539,155,150,86,689,50,7.256894049,23,3.500761035,-3.756
24043011201,Census Tract 112.01, Washington County,2462,407,648,210,77,60,725,233,32.13793103,83,15.83969466,-16.298
24043011302,Census Tract 113.02, Washington County,927,127,159,70,32,27,191,29,15.18324607,78,29.32330827,14.14
24045000200,Census Tract 2, Wicomico County,471,129,95,53,40,26,135,49,36.2962963,19,15.07936508,-21.217
24037876200,Census Tract 8762, St. Mary's County,3001,461,1768,297,178,121,1946,97,4.984583762,86,4.956772334,-0.028
24041960100,Census Tract 9601, Talbot County,1138,182,184,83,26,24,210,45,21.42857143,22,12.35955056,-9.069
24041960502,Census Tract 9605.02, Talbot County,1039,190,131,70,104,59,235,0,0,0,0,0
24045000400,Census Tract 4, Wicomico County,1439,326,806,274,100,67,906,603,66.55629139,381,58.07926829,-8.477
24045010101,Census Tract 101.01, Wicomico County,1419,229,345,190,38,43,383,28,7.310704961,58,15.34391534,8.033
24045010300,Census Tract 103, Wicomico County,2154,309,381,139,76,72,457,0,0,0,0,0
24045010501,Census Tract 105.01, Wicomico County,1479,261,532,219,100,83,632,252,39.87341772,346,57.00164745,17.128
24045010502,Census Tract 105.02, Wicomico County,4426,734,3229,729,344,222,3573,1855,51.91715645,1814,47.63655462,-4.281
24045010604,Census Tract 106.04, Wicomico County,1342,246,287,107,62,53,349,73,20.91690544,11,4.545454545,-16.371
24041960700,Census Tract 9607, Talbot County,354,83,75,42,19,19,94,5,5.319148936,12,23.07692308,17.758
24045010606,Census Tract 106.06, Wicomico County,1119,223,310,128,33,36,343,36,10.49562682,54,32.33532934,21.84
24047950300,Census Tract 9503, Worcester County,298,150,92,78,47,48,139,0,0,43,24.71264368,24.713
24047950800,Census Tract 9508, Worcester County,1200,214,122,84,60,52,182,0,0,15,5.395683453,5.396
24047951100,Census Tract 9511, Worcester County,838,197,173,88,88,73,261,36,13.79310345,108,32.53012048,18.737
24047951300,Census Tract 9513, Worcester County,594,147,178,81,6,8,184,46,25,14,13.46153846,-11.538
24047951700,Census Tract 9517, Worcester County,658,216,228,135,19,23,247,55,22.26720648,0,0,-22.267
24510010400,Census Tract 104, Baltimore city,306,108,59,35,188,84,247,58,23.48178138,38,21.96531792,-1.516
24510020200,Census Tract 202, Baltimore city,527,110,111,65,216,73,327,82,25.0764526,60,22.30483271,-2.772
24510030100,Census Tract 301, Baltimore city,1087,344,178,183,26,33,204,183,89.70588235,28,77.77777778,-11.928
24510040100,Census Tract 401, Baltimore city,868,238,130,98,620,197,750,452,60.26666667,432,32.55463451,-27.712
24510060400,Census Tract 604, Baltimore city,294,123,57,68,111,87,168,78,46.42857143,139,46.48829431,0.06
24510080102,Census Tract 801.02, Baltimore city,544,129,126,79,31,43,157,10,6.369426752,29,39.7260274,33.357
24510080301,Census Tract 803.01, Baltimore city,426,118,115,63,0,12,115,36,31.30434783,22,22.68041237,-8.624
24510120202,Census Tract 1202.02, Baltimore city,4792,967,4038,968,705,187,4743,1132,23.866751,437,12.49642551,-11.37
24510120700,Census Tract 1207, Baltimore city,685,189,278,112,87,58,365,128,35.06849315,61,31.93717277,-3.131
24510130300,Census Tract 1303, Baltimore city,519,133,35,25,31,38,66,38,57.57575758,17,54.83870968,-2.737
24033803610,Census Tract 8036.10, Prince George's County,850,204,206,64,36,29,242,14,5.785123967,7,1.846965699,-3.938
24033805802,Census Tract 8058.02, Prince George's County,1127,158,187,92,34,23,221,32,14.47963801,7,5.303030303,-9.177
24033806711,Census Tract 8067.11, Prince George's County,1518,337,301,128,30,24,331,18,5.438066465,12,2.366863905,-3.071
24033807405,Census Tract 8074.05, Prince George's County,1415,311,506,192,127,83,633,132,20.85308057,37,9.25,-11.603
24035810800,Census Tract 8108, Queen Anne's County,1358,243,211,115,39,36,250,9,3.6,0,0,-3.6
24037875400,Census Tract 8754, St. Mary's County,1932,310,502,227,98,71,600,50,8.333333333,6,1.284796574,-7.049
24037875801,Census Tract 8758.01, St. Mary's County,602,105,143,57,54,36,197,5,2.538071066,3,1.595744681,-0.942
24033802201,Census Tract 8022.01, Prince George's County,325,107,96,64,26,27,122,31,25.40983607,33,23.57142857,-1.838
24033802404,Census Tract 8024.04, Prince George's County,904,224,184,96,16,18,200,0,0,0,0,0
24033802700,Census Tract 8027, Prince George's County,785,145,85,42,20,18,105,28,26.66666667,59,27.06422018,0.398
24033802803,Census Tract 8028.03, Prince George's County,1357,286,241,123,68,51,309,18,5.825242718,0,0,-5.825
24033803402,Census Tract 8034.02, Prince George's County,1096,226,184,87,51,55,235,17,7.234042553,24,11.21495327,3.981
24033803524,Census Tract 8035.24, Prince George's County,1337,252,315,134,45,30,360,41,11.38888889,56,20.89552239,9.507
24033805000,Census Tract 8050, Prince George's County,1424,405,291,192,219,215,510,186,36.47058824,130,21.52317881,-14.947
24033805601,Census Tract 8056.01, Prince George's County,1259,238,121,84,8,13,129,73,56.58914729,58,63.73626374,7.147
24019970200,Census Tract 9702, Dorchester County,1079,192,185,74,53,49,238,27,11.34453782,47,23.15270936,11.808
24021751702,Census Tract 7517.02, Frederick County,963,185,240,136,80,59,320,60,18.75,41,26.79738562,8.047
24027603004,Census Tract 6030.04, Howard County,1831,276,350,154,72,62,422,50,11.84834123,25,5.307855626,-6.54
24027605502,Census Tract 6055.02, Howard County,1376,297,338,143,80,60,418,66,15.78947368,162,29.45454545,13.665
24027606604,Census Tract 6066.04, Howard County,1336,194,361,133,91,49,452,9,1.991150442,0,0,-1.991
24027606901,Census Tract 6069.01, Howard County,1473,300,286,140,122,73,408,63,15.44117647,140,22.43589744,6.995
24031700101,Census Tract 7001.01, Montgomery County,1386,278,180,88,89,47,269,6,2.230483271,26,7.162534435,4.932
24031700208,Census Tract 7002.08, Montgomery County,646,86,181,58,49,26,230,0,0,0,0,0
24031700310,Census Tract 7003.10, Montgomery County,1720,281,555,204,127,84,682,60,8.797653959,57,10.98265896,2.185
24013511000,Census Tract 5110, Carroll County,913,121,231,61,21,19,252,21,8.333333333,4,2.209944751,-6.123
24015031301,Census Tract 313.01, Cecil County,948,186,167,74,0,12,167,19,11.37724551,39,30,18.623
24017850904,Census Tract 8509.04, Charles County,2007,234,338,110,176,75,514,10,1.945525292,0,0,-1.946
24021740200,Census Tract 7402, Frederick County,1449,159,372,106,16,20,388,37,9.536082474,18,7.287449393,-2.249
24021750802,Census Tract 7508.02, Frederick County,706,131,126,86,63,42,189,5,2.645502646,140,18.54304636,15.898
24031700500,Census Tract 7005, Montgomery County,2077,194,349,141,57,48,406,18,4.433497537,0,0,-4.433
24031700610,Census Tract 7006.10, Montgomery County,579,85,152,54,14,15,166,27,16.26506024,16,9.580838323,-6.684
24031700720,Census Tract 7007.20, Montgomery County,928,160,185,90,21,26,206,46,22.33009709,6,2.830188679,-19.5
24031700816,Census Tract 7008.16, Montgomery County,2498,472,520,293,266,159,786,25,3.180661578,25,4.424778761,1.244
24031701002,Census Tract 7010.02, Montgomery County,749,136,86,48,40,46,126,0,0,28,20.28985507,20.29
24031701004,Census Tract 7010.04, Montgomery County,1552,195,296,94,94,52,390,80,20.51282051,50,8.833922261,-11.679
24031701205,Census Tract 7012.05, Montgomery County,2145,311,289,117,144,83,433,50,11.54734411,4,1.117318436,-10.43
24031701219,Census Tract 7012.19, Montgomery County,1310,229,331,118,136,90,467,60,12.84796574,55,18.51851852,5.671
24021751003,Census Tract 7510.03, Frederick County,1531,295,220,119,100,59,320,18,5.625,0,0,-5.625
24021751301,Census Tract 7513.01, Frederick County,776,110,140,75,60,38,200,0,0,10,8.333333333,8.333
24021751901,Census Tract 7519.01, Frederick County,1216,163,104,50,90,62,194,0,0,0,0,0
24021752204,Census Tract 7522.04, Frederick County,2393,286,305,128,106,62,411,8,1.946472019,0,0,-1.946
24031701304,Census Tract 7013.04, Montgomery County,1516,251,218,121,78,61,296,16,5.405405405,0,0,-5.405
24031701312,Census Tract 7013.12, Montgomery County,2139,270,440,135,101,80,541,16,2.957486137,0,0,-2.957
24031701407,Census Tract 7014.07, Montgomery County,1450,254,418,153,106,69,524,1,0.190839695,26,5.360824742,5.17
24031701422,Census Tract 7014.22, Montgomery County,1036,201,311,127,92,53,403,61,15.13647643,50,13.69863014,-1.438
24031701704,Census Tract 7017.04, Montgomery County,760,133,126,54,107,60,233,0,0,0,0,0
24031702402,Census Tract 7024.02, Montgomery County,1072,179,290,131,167,70,457,47,10.28446389,28,5.37428023,-4.91
24031703207,Census Tract 7032.07, Montgomery County,1846,252,262,110,54,57,316,108,34.17721519,79,15.31007752,-18.867
24031704501,Census Tract 7045.01, Montgomery County,1069,150,156,66,53,37,209,11,5.263157895,0,0,-5.263
24031704502,Census Tract 7045.02, Montgomery County,762,102,62,33,49,27,111,0,0,7,5.882352941,5.882
24031705000,Census Tract 7050, Montgomery County,1227,132,218,80,144,79,362,49,13.5359116,30,7.978723404,-5.557
24031705701,Census Tract 7057.01, Montgomery County,1317,146,107,54,134,80,241,33,13.69294606,31,13.41991342,-0.273
24021752801,Census Tract 7528.01, Frederick County,511,102,89,39,47,34,136,0,0,0,0,0
24021775302,Census Tract 7753.02, Frederick County,1047,182,115,60,61,36,176,11,6.25,20,9.132420091,2.882
24025301201,Census Tract 3012.01, Harford County,398,70,104,39,26,24,130,12,9.230769231,0,0,-9.231
24025303605,Census Tract 3036.05, Harford County,1727,248,299,138,105,85,404,17,4.207920792,0,0,-4.208
24025305200,Census Tract 3052, Harford County,488,185,85,58,2,7,87,2,2.298850575,0,0,-2.299
24031706009,Census Tract 7060.09, Montgomery County,1443,196,189,75,46,32,235,23,9.787234043,23,7.849829352,-1.937
24033800203,Census Tract 8002.03, Prince George's County,1101,254,247,87,131,85,378,0,0,0,0,0
24033800210,Census Tract 8002.10, Prince George's County,806,186,182,90,103,58,285,11,3.859649123,0,0,-3.86
24033800214,Census Tract 8002.14, Prince George's County,545,222,157,103,9,11,166,61,36.74698795,0,0,-36.747
24033800411,Census Tract 8004.11, Prince George's County,1006,230,138,104,226,169,364,43,11.81318681,56,13.42925659,1.616
24033800704,Census Tract 8007.04, Prince George's County,1523,312,352,138,198,121,550,72,13.09090909,82,18.10154525,5.011
24033801104,Census Tract 8011.04, Prince George's County,1257,246,401,117,40,29,441,29,6.575963719,13,4,-2.576
24033801302,Census Tract 8013.02, Prince George's County,651,123,219,77,31,20,250,7,2.8,5,2.994011976,0.194
24033801807,Census Tract 8018.07, Prince George's County,1058,240,314,138,65,58,379,20,5.277044855,0,0,-5.277
24033801905,Census Tract 8019.05, Prince George's County,1590,190,325,113,231,100,556,11,1.978417266,54,13.17073171,11.192
24033802001,Census Tract 8020.01, Prince George's County,1518,325,226,151,57,67,283,30,10.60070671,41,22.90502793,12.304
24005402505,Census Tract 4025.05, Baltimore County,911,316,115,83,74,85,189,14,7.407407407,43,16.22641509,8.819
24005403401,Census Tract 4034.01, Baltimore County,540,122,151,72,102,82,253,0,0,0,0,0
24005404201,Census Tract 4042.01, Baltimore County,1718,262,438,178,104,74,542,76,14.02214022,0,0,-14.022
24005405000,Census Tract 4050, Baltimore County,1183,205,212,89,63,43,275,0,0,11,2.941176471,2.941
24005411201,Census Tract 4112.01, Baltimore County,631,84,123,65,44,30,167,0,0,0,0,0
24005411303,Census Tract 4113.03, Baltimore County,1188,317,272,151,137,85,409,10,2.444987775,0,0,-2.445
24005411407,Census Tract 4114.07, Baltimore County,2108,319,340,154,175,117,515,99,19.22330097,137,24.77396022,5.551
24005420402,Census Tract 4204.02, Baltimore County,528,143,213,106,35,26,248,17,6.85483871,0,0,-6.855
24005420500,Census Tract 4205, Baltimore County,557,180,142,112,47,36,189,35,18.51851852,0,0,-18.519
24005421102,Census Tract 4211.02, Baltimore County,399,76,87,58,12,9,99,5,5.050505051,23,20.90909091,15.859
24005430700,Census Tract 4307, Baltimore County,1408,290,341,155,114,83,455,39,8.571428571,17,6.463878327,-2.108
24005440701,Census Tract 4407.01, Baltimore County,1617,338,627,233,12,21,639,59,9.233176839,103,19.18063315,9.947
24001001200,Census Tract 12, Allegany County,742,126,171,76,23,25,194,2,1.030927835,67,30.04484305,29.014
24003702402,Census Tract 7024.02, Anne Arundel County,886,165,176,83,105,65,281,4,1.423487544,57,15.07936508,13.656
24003706402,Census Tract 7064.02, Anne Arundel County,540,129,83,46,63,51,146,10,6.849315068,78,35.94470046,29.095
24003730901,Census Tract 7309.01, Anne Arundel County,879,132,150,60,77,40,227,0,0,14,6.829268293,6.829
24005450400,Census Tract 4504, Baltimore County,390,78,71,39,21,21,92,14,15.2173913,11,13.41463415,-1.803
24005451402,Census Tract 4514.02, Baltimore County,1791,470,237,133,99,68,336,15,4.464285714,0,0,-4.464
24005451801,Census Tract 4518.01, Baltimore County,1172,228,251,109,92,75,343,19,5.539358601,16,6.611570248,1.072
24005452100,Census Tract 4521, Baltimore County,914,231,258,107,56,51,314,51,16.24203822,0,0,-16.242
24005490400,Census Tract 4904, Baltimore County,420,73,25,28,77,39,102,0,0,0,0,0
24005492002,Census Tract 4920.02, Baltimore County,1008,184,206,107,165,88,371,71,19.13746631,0,0,-19.137
24009860102,Census Tract 8601.02, Calvert County,524,106,76,53,33,23,109,4,3.669724771,0,0,-3.67
24009860703,Census Tract 8607.03, Calvert County,1069,219,239,107,13,15,252,0,0,27,8.157099698,8.157
24003740104,Census Tract 7401.04, Anne Arundel County,2643,338,717,208,156,82,873,53,6.071019473,50,4.716981132,-1.354
24003740303,Census Tract 7403.03, Anne Arundel County,895,186,161,79,71,48,232,10,4.310344828,0,0,-4.31
24003740400,Census Tract 7404, Anne Arundel County,368,124,168,80,0,17,168,0,0,0,0,0
24003741000,Census Tract 7410, Anne Arundel County,577,76,125,48,23,20,148,13,8.783783784,8,4.12371134,-4.66
24003750203,Census Tract 7502.03, Anne Arundel County,298,118,92,47,0,12,92,9,9.782608696,0,0,-9.783
24003751600,Census Tract 7516, Anne Arundel County,708,263,126,92,16,26,142,14,9.85915493,0,0,-9.859
24005400701,Census Tract 4007.01, Baltimore County,836,156,142,66,225,121,367,19,5.177111717,66,20,14.823
24005401301,Census Tract 4013.01, Baltimore County,1226,326,324,175,50,63,374,18,4.812834225,53,19.20289855,14.39
24005401400,Census Tract 4014, Baltimore County,424,89,71,47,14,15,85,0,0,0,0,0
24009861001,Census Tract 8610.01, Calvert County,344,73,78,47,25,23,103,0,0,0,0,0
24011955302,Census Tract 9553.02, Caroline County,797,156,72,47,0,12,72,18,25,6,6.12244898,-18.878
24011955500,Census Tract 9555, Caroline County,1003,183,176,89,39,43,215,12,5.581395349,4,3.305785124,-2.276
24013505203,Census Tract 5052.03, Carroll County,833,132,99,52,73,53,172,1,0.581395349,11,4.526748971,3.945
24013506102,Census Tract 5061.02, Carroll County,1179,144,199,85,83,56,282,0,0,9,2.931596091,2.932
24013507602,Census Tract 5076.02, Carroll County,859,152,178,78,84,56,262,12,4.580152672,0,0,-4.58
24027601201,Census Tract 6012.01, Howard County,2345,365,522,178,199,127,721,86,11.92787795,35,8.196721311,-3.731
24027601203,Census Tract 6012.03, Howard County,1160,272,200,102,133,75,333,28,8.408408408,0,0,-8.408
24027602305,Census Tract 6023.05, Howard County,1131,127,181,71,34,31,215,0,0,25,10.16260163,10.163
24027602600,Census Tract 6026, Howard County,2099,419,424,145,263,140,687,128,18.63173217,149,18.956743,0.325
24041960600,Census Tract 9606, Talbot County,292,82,47,36,24,23,71,0,0,0,0,0
24043010802,Census Tract 108.02, Washington County,491,129,152,64,13,20,165,33,20,5,6.944444444,-13.056
24045000300,Census Tract 3, Wicomico County,467,136,125,66,0,12,125,64,51.2,10,15.87301587,-35.327
24045010605,Census Tract 106.05, Wicomico County,902,126,120,61,77,55,197,0,0,38,10.02638522,10.026
24047951000,Census Tract 9510, Worcester County,1097,159,170,96,76,59,246,16,6.504065041,11,9.482758621,2.979
24510080101,Census Tract 801.01, Baltimore city,1187,268,86,61,40,31,126,41,32.53968254,18,11.84210526,-20.698
24510080500,Census Tract 805, Baltimore city,487,144,99,59,15,18,114,20,17.54385965,0,0,-17.544
24510090800,Census Tract 908, Baltimore city,494,189,120,69,16,17,136,12,8.823529412,44,44.44444444,35.621
24510120500,Census Tract 1205, Baltimore city,530,161,197,109,97,41,294,98,33.33333333,87,34.38735178,1.054
24510120600,Census Tract 1206, Baltimore city,414,164,165,88,192,113,357,118,33.05322129,59,23.41269841,-9.641
24510151000,Census Tract 1510, Baltimore city,1018,271,111,72,76,73,187,39,20.85561497,16,5.860805861,-14.995
24510170100,Census Tract 1701, Baltimore city,264,93,71,36,31,20,102,37,36.2745098,46,27.87878788,-8.396
24510200400,Census Tract 2004, Baltimore city,433,112,34,29,20,30,54,14,25.92592593,11,64.70588235,38.78
24510250207,Census Tract 2502.07, Baltimore city,669,161,194,84,52,43,246,49,19.91869919,39,25.65789474,5.739
24510260605,Census Tract 2606.05, Baltimore city,1051,242,132,81,131,85,263,118,44.86692015,76,49.03225806,4.165
24510270200,Census Tract 2702, Baltimore city,372,109,89,37,22,16,111,11,9.90990991,25,24.27184466,14.362
24510270502,Census Tract 2705.02, Baltimore city,1054,275,168,74,92,59,260,25,9.615384615,24,11.5942029,1.979
24510270902,Census Tract 2709.02, Baltimore city,2712,673,1804,551,154,111,1958,0,0,96,6.201550388,6.202
24510271700,Census Tract 2717, Baltimore city,752,206,218,128,59,61,277,42,15.16245487,25,9.920634921,-5.242
24510280102,Census Tract 2801.02, Baltimore city,995,321,236,144,16,25,252,91,36.11111111,1,0.185185185,-35.926
24039930101,Census Tract 9301.01, Somerset County,3786,320,2964,293,131,123,3095,548,17.70597738,659,23.87681159,6.171
24510270600,Census Tract 2706, Baltimore city,1121,279,241,96,134,73,375,129,34.4,29,8.814589666,-25.585
24001000800,Census Tract 8, Allegany County,492,109,76,42,0,12,76,26,34.21052632,35,42.68292683,8.472
24003702206,Census Tract 7022.06, Anne Arundel County,2108,444,327,164,231,148,558,0,0,0,0,0
24003740103,Census Tract 7401.03, Anne Arundel County,1951,365,513,184,172,83,685,20,2.919708029,25,4.96031746,2.041
24005490100,Census Tract 4901, Baltimore County,895,139,170,90,32,32,202,52,25.74257426,3,2.013422819,-23.729
24011955100,Census Tract 9551, Caroline County,1271,241,127,64,8,9,135,32,23.7037037,114,31.49171271,7.788
24013507704,Census Tract 5077.04, Carroll County,1894,277,312,131,97,66,409,12,2.93398533,13,2.574257426,-0.36
24017851301,Census Tract 8513.01, Charles County,1133,273,174,78,50,43,224,0,0,0,0,0
24025305100,Census Tract 3051, Harford County,1862,338,491,164,128,100,619,33,5.331179321,15,3.340757238,-1.99
24031700710,Census Tract 7007.10, Montgomery County,1644,316,476,210,99,68,575,13,2.260869565,12,2.251407129,-0.009
24031701303,Census Tract 7013.03, Montgomery County,932,122,185,73,82,42,267,8,2.996254682,0,0,-2.996
24031703220,Census Tract 7032.20, Montgomery County,1191,232,447,164,74,38,521,14,2.687140115,0,0,-2.687
24033801209,Census Tract 8012.09, Prince George's County,1453,335,385,164,95,65,480,8,1.666666667,7,1.573033708,-0.094
24033803607,Census Tract 8036.07, Prince George's County,1120,272,246,97,38,29,284,8,2.816901408,0,0,-2.817
24043011500,Census Tract 115, Washington County,1932,219,311,112,132,109,443,16,3.611738149,12,3.582089552,-0.03
24003702205,Census Tract 7022.05, Anne Arundel County,1314,302,283,143,88,81,371,0,0,0,0,0
24005411309,Census Tract 4113.09, Baltimore County,2278,336,380,190,161,75,541,14,2.58780037,22,5,2.412
24005492401,Census Tract 4924.01, Baltimore County,1040,235,208,100,102,73,310,3,0.967741935,9,4.918032787,3.95
24017850300,Census Tract 8503, Charles County,489,130,72,48,39,40,111,3,2.702702703,8,8.791208791,6.089
24510010100,Census Tract 101, Baltimore city,479,130,111,70,214,78,325,39,12,44,12.18836565,0.188
24021751701,Census Tract 7517.01, Frederick County,569,143,151,49,0,12,151,8,5.298013245,0,0,-5.298
24031700207,Census Tract 7002.07, Montgomery County,1718,214,374,122,87,50,461,37,8.026030369,14,3.703703704,-4.322
24031701102,Census Tract 7011.02, Montgomery County,1262,239,289,152,50,48,339,4,1.179941003,6,1.538461538,0.359
24031704000,Census Tract 7040, Montgomery County,1532,231,352,156,228,103,580,0,0,0,0,0
24031705300,Census Tract 7053, Montgomery County,533,56,87,33,30,16,117,20,17.09401709,8,13.79310345,-3.301
24033800707,Census Tract 8007.07, Prince George's County,775,134,249,90,31,38,280,0,0,2,0.99009901,0.99
24033806601,Census Tract 8066.01, Prince George's County,1072,255,181,84,11,15,192,11,5.729166667,47,28.31325301,22.584
24043011400,Census Tract 114, Washington County,1229,252,302,133,94,78,396,0,0,0,0,0
24033801006,Census Tract 8010.06, Prince George's County,1232,208,413,114,151,77,564,4,0.709219858,16,4.494382022,3.785
24005980200,Census Tract 9802, Baltimore County,0,12,0,12,0,12,0,0,0,0,0,0
24510160300,Census Tract 1603, Baltimore city,137,72,14,19,0,12,14,8,57.14285714,0,0,-57.143
24510180100,Census Tract 1801, Baltimore city,814,201,113,55,0,12,113,46,40.7079646,66,58.40707965,17.699
24510200600,Census Tract 2006, Baltimore city,684,181,69,50,63,85,132,4,3.03030303,15,10.06711409,7.037
24510240100,Census Tract 2401, Baltimore city,478,120,116,74,116,56,232,80,34.48275862,12,5.240174672,-29.243
24510260201,Census Tract 2602.01, Baltimore city,1165,446,439,223,66,58,505,129,25.54455446,89,20.41284404,-5.132
24510260700,Census Tract 2607, Baltimore city,553,169,37,28,41,29,78,22,28.20512821,27,17.64705882,-10.558
24510271002,Census Tract 2710.02, Baltimore city,1219,293,225,94,57,66,282,75,26.59574468,0,0,-26.596
24510271200,Census Tract 2712, Baltimore city,1769,352,316,168,134,155,450,139,30.88888889,109,44.12955466,13.241
24510272003,Census Tract 2720.03, Baltimore city,1848,321,175,85,276,170,451,88,19.51219512,64,10.30595813,-9.206
24003751500,Census Tract 7515, Anne Arundel County,1464,326,187,150,28,36,215,0,0,0,0,0
24005401503,Census Tract 4015.03, Baltimore County,1384,217,207,105,198,131,405,23,5.679012346,32,9.937888199,4.259
24005402407,Census Tract 4024.07, Baltimore County,445,98,104,48,24,19,128,29,22.65625,18,17.14285714,-5.513
24005403801,Census Tract 4038.01, Baltimore County,336,68,63,34,19,17,82,0,0,0,0,0
24005407002,Census Tract 4070.02, Baltimore County,1483,238,354,140,57,44,411,0,0,0,0,0
24005420200,Census Tract 4202, Baltimore County,341,117,39,35,7,11,46,10,21.73913043,0,0,-21.739
24005430300,Census Tract 4303, Baltimore County,1192,377,144,82,34,40,178,38,21.34831461,26,7.807807808,-13.541
24005451200,Census Tract 4512, Baltimore County,630,140,145,58,75,84,220,10,4.545454545,11,3.90070922,-0.645
24005451701,Census Tract 4517.01, Baltimore County,567,99,60,39,80,52,140,0,0,6,4.081632653,4.082
24005490605,Census Tract 4906.05, Baltimore County,4775,328,4687,330,28,33,4715,214,4.538706257,409,8.277676584,3.739
24005492200,Census Tract 4922, Baltimore County,1295,239,359,143,96,75,455,0,0,47,15.46052632,15.461
24009860600,Census Tract 8606, Calvert County,2130,281,397,143,150,113,547,29,5.301645338,9,1.45631068,-3.845
24013501002,Census Tract 5010.02, Carroll County,1023,323,304,144,65,77,369,72,19.51219512,0,0,-19.512
24013506200,Census Tract 5062, Carroll County,1177,196,286,156,53,33,339,72,21.23893805,0,0,-21.239
24013514201,Census Tract 5142.01, Carroll County,1286,157,311,116,46,33,357,27,7.56302521,26,8.580858086,1.018
24015030906,Census Tract 309.06, Cecil County,2188,411,513,218,49,45,562,72,12.8113879,67,8.333333333,-4.478
24019970400,Census Tract 9704, Dorchester County,717,234,171,86,65,57,236,23,9.745762712,0,0,-9.746
24021751001,Census Tract 7510.01, Frederick County,439,86,87,38,34,30,121,40,33.05785124,18,17.64705882,-15.411
24021751302,Census Tract 7513.02, Frederick County,513,154,98,97,38,37,136,0,0,0,0,0
24031701316,Census Tract 7013.16, Montgomery County,1827,283,339,123,58,39,397,0,0,25,7.716049383,7.716
24031701601,Census Tract 7016.01, Montgomery County,793,146,223,96,63,53,286,60,20.97902098,18,7.438016529,-13.541
24031702601,Census Tract 7026.01, Montgomery County,995,254,337,179,523,203,860,186,21.62790698,144,27.32447818,5.697
24031703216,Census Tract 7032.16, Montgomery County,525,177,202,112,74,74,276,0,0,0,0,0
24031705100,Census Tract 7051, Montgomery County,1293,134,112,48,46,25,158,9,5.696202532,17,10.49382716,4.798
24031705602,Census Tract 7056.02, Montgomery County,925,365,211,274,258,140,469,65,13.85927505,113,39.3728223,25.514
24031706007,Census Tract 7060.07, Montgomery County,2210,272,389,128,131,99,520,0,0,0,0,0
24031706013,Census Tract 7060.13, Montgomery County,822,126,74,43,86,40,160,7,4.375,13,8.724832215,4.35
24033800518,Census Tract 8005.18, Prince George's County,1037,176,107,67,157,64,264,0,0,0,0,0
24033801208,Census Tract 8012.08, Prince George's County,1086,166,185,85,95,60,280,6,2.142857143,13,3.779069767,1.636
24021752102,Census Tract 7521.02, Frederick County,1064,139,149,66,65,44,214,5,2.336448598,11,3.928571429,1.592
24021767500,Census Tract 7675, Frederick County,644,179,148,81,15,17,163,0,0,6,2.608695652,2.609
24025301102,Census Tract 3011.02, Harford County,1018,159,175,72,40,31,215,13,6.046511628,0,0,-6.047
24033801310,Census Tract 8013.10, Prince George's County,1514,255,245,156,84,68,329,0,0,0,0,0
24033802204,Census Tract 8022.04, Prince George's County,1548,299,343,149,79,71,422,39,9.241706161,0,0,-9.242
24033803001,Census Tract 8030.01, Prince George's County,645,139,156,69,21,18,177,16,9.039548023,5,2.688172043,-6.351
24033803602,Census Tract 8036.02, Prince George's County,627,164,122,57,24,28,146,0,0,4,2.631578947,2.632
24033804400,Census Tract 8044, Prince George's County,743,107,156,52,43,21,199,26,13.06532663,14,10.07194245,-2.993
24033805101,Census Tract 8051.01, Prince George's County,999,204,319,126,17,23,336,27,8.035714286,0,0,-8.036
