GEOID,Census Tract,County,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,fpl_total2,Percent_20,fpl_tota_1,Percent__1,difference
24003702209,Census Tract 7022.09, Anne Arundel County,1529,198,387,116,75,47,462,94,20.34632035,11,3.448275862,-16.898
24003706302,Census Tract 7063.02, Anne Arundel County,397,116,95,67,85,55,180,40,22.22222222,7,4,-18.222
24003740900,Census Tract 7409, Anne Arundel County,2202,317,569,155,97,72,666,25,3.753753754,67,12.47672253,8.723
24003750102,Census Tract 7501.02, Anne Arundel County,567,150,56,28,30,30,86,9,10.46511628,0,0,-10.465
24003751000,Census Tract 7510, Anne Arundel County,944,185,226,90,49,38,275,17,6.181818182,9,6.766917293,0.585
24005400900,Census Tract 4009, Baltimore County,599,106,105,55,20,17,125,3,2.4,0,0,-2.4
24005402305,Census Tract 4023.05, Baltimore County,753,148,170,73,50,36,220,95,43.18181818,16,10.45751634,-32.724
24005403201,Census Tract 4032.01, Baltimore County,653,174,167,79,98,66,265,3,1.132075472,10,4.975124378,3.843
24005404403,Census Tract 4044.03, Baltimore County,1499,332,416,153,173,98,589,102,17.31748727,86,29.5532646,12.236
24005420302,Census Tract 4203.02, Baltimore County,624,130,83,48,16,14,99,5,5.050505051,9,5.487804878,0.437
24005421000,Census Tract 4210, Baltimore County,358,81,66,42,25,28,91,8,8.791208791,18,26.86567164,18.074
24005430900,Census Tract 4309, Baltimore County,1709,464,517,259,305,183,822,148,18.00486618,187,41.00877193,23.004
24005441101,Census Tract 4411.01, Baltimore County,395,88,138,44,7,10,145,13,8.965517241,11,8.59375,-0.372
24005451401,Census Tract 4514.01, Baltimore County,1299,266,264,102,87,86,351,0,0,72,14.66395112,14.664
24005452500,Census Tract 4525, Baltimore County,899,186,137,75,41,34,178,0,0,0,0,0
24005490703,Census Tract 4907.03, Baltimore County,852,156,184,115,177,102,361,118,32.68698061,113,41.39194139,8.705
24005491900,Census Tract 4919, Baltimore County,362,99,47,37,74,52,121,13,10.74380165,0,0,-10.744
24013504100,Census Tract 5041, Carroll County,1227,192,272,106,42,31,314,0,0,0,0,0
24013507703,Census Tract 5077.03, Carroll County,768,139,216,101,49,45,265,33,12.45283019,9,5.172413793,-7.28
24015030506,Census Tract 305.06, Cecil County,2367,395,584,200,220,143,804,109,13.55721393,77,11.9379845,-1.619
24017850901,Census Tract 8509.01, Charles County,1416,247,213,104,24,36,237,16,6.751054852,19,7.949790795,1.199
24017851500,Census Tract 8515, Charles County,2771,345,702,235,107,96,809,27,3.337453646,31,3.69047619,0.353
24019970702,Census Tract 9707.02, Dorchester County,717,195,109,58,24,23,133,5,3.759398496,2,1.142857143,-2.617
24021750801,Census Tract 7508.01, Frederick County,812,214,260,156,115,70,375,108,28.8,27,9.854014599,-18.946
24021751902,Census Tract 7519.02, Frederick County,1886,218,186,109,98,67,284,0,0,13,3.746397695,3.746
24021765100,Census Tract 7651, Frederick County,833,195,197,103,78,62,275,36,13.09090909,31,12.4497992,-0.641
24025301107,Census Tract 3011.07, Harford County,640,178,247,100,40,52,287,1,0.348432056,9,5.732484076,5.384
24025301302,Census Tract 3013.02, Harford County,2053,386,370,193,114,76,484,89,18.38842975,51,15.64417178,-2.744
24025303700,Census Tract 3037, Harford County,775,160,169,57,39,30,208,10,4.807692308,0,0,-4.808
24027601107,Census Tract 6011.07, Howard County,1289,340,266,152,93,62,359,128,35.6545961,112,19.61471103,-16.04
24027605503,Census Tract 6055.03, Howard County,1713,355,369,199,206,143,575,67,11.65217391,200,39.44773176,27.796
24031700105,Census Tract 7001.05, Montgomery County,2141,371,486,205,176,103,662,0,0,68,10.3500761,10.35
24031700607,Census Tract 7006.07, Montgomery County,2627,322,502,169,196,93,698,28,4.011461318,0,0,-4.011
24031700614,Census Tract 7006.14, Montgomery County,1099,256,289,170,177,117,466,25,5.364806867,0,0,-5.365
24031700822,Census Tract 7008.22, Montgomery County,414,112,58,44,23,20,81,4,4.938271605,0,0,-4.938
24031700905,Census Tract 7009.05, Montgomery County,919,176,117,67,105,62,222,48,21.62162162,18,8.256880734,-13.365
24031701218,Census Tract 7012.18, Montgomery County,405,112,116,68,68,50,184,32,17.39130435,51,40.8,23.409
24031701313,Census Tract 7013.13, Montgomery County,968,170,215,97,59,48,274,31,11.31386861,33,9.763313609,-1.551
24031701420,Census Tract 7014.20, Montgomery County,1186,369,289,163,17,26,306,0,0,13,2.584493042,2.584
24031702102,Census Tract 7021.02, Montgomery County,919,122,93,38,51,35,144,13,9.027777778,10,4.784688995,-4.243
24031703404,Census Tract 7034.04, Montgomery County,705,142,175,67,28,25,203,29,14.28571429,14,6.167400881,-8.118
24031704403,Census Tract 7044.03, Montgomery County,149,61,27,23,67,47,94,0,0,0,0,0
24031704806,Census Tract 7048.06, Montgomery County,344,110,26,25,177,80,203,32,15.7635468,67,20,4.236
24031705702,Census Tract 7057.02, Montgomery County,1395,157,156,90,67,35,223,8,3.587443946,61,20.53872054,16.951
24031706010,Census Tract 7060.10, Montgomery County,857,131,153,68,48,38,201,6,2.985074627,0,0,-2.985
24033800513,Census Tract 8005.13, Prince George's County,1674,238,403,126,154,96,557,26,4.667863555,17,4.303797468,-0.364
24033801211,Census Tract 8012.11, Prince George's County,1056,241,256,129,26,38,282,11,3.90070922,0,0,-3.901
24033801308,Census Tract 8013.08, Prince George's County,749,197,253,147,77,56,330,0,0,9,1.931330472,1.931
24033801600,Census Tract 8016, Prince George's County,662,266,39,35,9,14,48,0,0,83,28.71972318,28.72
24033802002,Census Tract 8020.02, Prince George's County,1007,152,189,82,100,57,289,40,13.84083045,38,9.921671018,-3.919
24033802502,Census Tract 8025.02, Prince George's County,671,121,116,58,38,27,154,8,5.194805195,0,0,-5.195
24033803002,Census Tract 8030.02, Prince George's County,620,199,69,49,21,25,90,0,0,10,7.8125,7.813
24033803700,Census Tract 8037, Prince George's County,634,130,99,49,14,12,113,7,6.194690265,0,0,-6.195
24033804801,Census Tract 8048.01, Prince George's County,539,139,249,114,72,46,321,60,18.69158879,0,0,-18.692
24033805202,Census Tract 8052.02, Prince George's County,1058,292,404,134,0,12,404,87,21.53465347,111,39.78494624,18.25
24033805906,Census Tract 8059.06, Prince George's County,529,126,116,64,33,28,149,39,26.17449664,79,33.47457627,7.3
24033806713,Census Tract 8067.13, Prince George's County,1438,248,364,112,125,84,489,128,26.17586912,129,24.52471483,-1.651
24043000601,Census Tract 6.01, Washington County,488,117,69,34,56,44,125,34,27.2,15,14.1509434,-13.049
24043001001,Census Tract 10.01, Washington County,1359,366,181,108,30,47,211,17,8.056872038,0,0,-8.057
24045000500,Census Tract 5, Wicomico County,1089,247,284,103,0,12,284,100,35.21126761,217,52.41545894,17.204
24047950000,Census Tract 9500, Worcester County,76,60,12,20,0,12,12,12,100,1,1.587301587,-98.413
24047951200,Census Tract 9512, Worcester County,629,116,96,62,32,30,128,0,0,0,0,0
24047980000,Census Tract 9800, Worcester County,0,12,0,12,0,12,0,0,0,0,0,0
24510060100,Census Tract 601, Baltimore city,665,174,136,79,39,30,175,98,56,50,35.71428571,-20.286
24510060300,Census Tract 603, Baltimore city,496,132,116,67,111,48,227,54,23.78854626,36,31.57894737,7.79
24510080600,Census Tract 806, Baltimore city,484,138,141,76,16,20,157,43,27.38853503,0,0,-27.389
24510090300,Census Tract 903, Baltimore city,674,214,141,72,79,53,220,50,22.72727273,92,32.28070175,9.553
24510100100,Census Tract 1001, Baltimore city,486,120,69,38,4,6,73,19,26.02739726,17,43.58974359,17.562
24510120201,Census Tract 1202.01, Baltimore city,456,112,151,77,144,64,295,109,36.94915254,165,36.18421053,-0.765
24510130803,Census Tract 1308.03, Baltimore city,510,146,81,66,74,40,155,22,14.19354839,70,24.30555556,10.112
24510150800,Census Tract 1508, Baltimore city,761,270,109,77,29,27,138,44,31.88405797,29,16.66666667,-15.217
24510170300,Census Tract 1703, Baltimore city,499,173,86,54,26,28,112,4,3.571428571,10,5.747126437,2.176
24510200701,Census Tract 2007.01, Baltimore city,1021,225,161,88,69,53,230,8,3.47826087,25,12.82051282,9.342
24510270301,Census Tract 2703.01, Baltimore city,751,186,222,86,79,43,301,74,24.58471761,29,18.83116883,-5.754
24510270804,Census Tract 2708.04, Baltimore city,762,237,153,111,85,41,238,70,29.41176471,125,45.12635379,15.715
24510271900,Census Tract 2719, Baltimore city,957,256,179,100,88,64,267,35,13.10861423,0,0,-13.109
24510280500,Census Tract 2805, Baltimore city,817,192,212,147,55,99,267,13,4.868913858,13,19.11764706,14.249
24510150300,Census Tract 1503, Baltimore city,534,155,98,60,33,30,131,13,9.923664122,0,0,-9.924
24510160100,Census Tract 1601, Baltimore city,473,190,62,59,14,23,76,39,51.31578947,0,0,-51.316
24510170200,Census Tract 1702, Baltimore city,1049,244,105,73,86,89,191,142,74.34554974,84,100,25.654
24510180200,Census Tract 1802, Baltimore city,184,125,44,36,6,13,50,30,60,45,48.38709677,-11.613
24510200100,Census Tract 2001, Baltimore city,477,139,99,66,5,8,104,29,27.88461538,36,48,20.115
24510230100,Census Tract 2301, Baltimore city,343,158,69,39,94,46,163,15,9.202453988,38,25,15.798
24510240300,Census Tract 2403, Baltimore city,305,99,42,36,137,61,179,47,26.25698324,50,47.16981132,20.913
24510250102,Census Tract 2501.02, Baltimore city,1050,186,362,147,72,72,434,42,9.677419355,38,14.67181467,4.994
24510250303,Census Tract 2503.03, Baltimore city,383,120,9,10,25,26,34,4,11.76470588,4,9.090909091,-2.674
24510260101,Census Tract 2601.01, Baltimore city,1303,243,366,140,97,58,463,62,13.39092873,42,14.38356164,0.993
24510260402,Census Tract 2604.02, Baltimore city,667,260,126,72,93,76,219,54,24.65753425,102,47.88732394,23.23
24510260900,Census Tract 2609, Baltimore city,265,93,28,25,108,57,136,35,25.73529412,39,13.35616438,-12.379
24510270302,Census Tract 2703.02, Baltimore city,393,119,72,41,43,39,115,0,0,9,5.882352941,5.882
24510271802,Census Tract 2718.02, Baltimore city,621,141,113,64,38,49,151,45,29.8013245,19,35.8490566,6.048
24510280200,Census Tract 2802, Baltimore city,985,220,229,116,76,74,305,24,7.868852459,31,6.2,-1.669
24510280404,Census Tract 2804.04, Baltimore city,463,128,140,56,27,26,167,4,2.395209581,18,13.95348837,11.558
24001001100,Census Tract 11, Allegany County,258,67,61,40,28,22,89,30,33.70786517,24,31.57894737,-2.129
24003702204,Census Tract 7022.04, Anne Arundel County,1390,153,276,106,155,76,431,14,3.248259861,18,6.545454545,3.297
24003706101,Census Tract 7061.01, Anne Arundel County,980,236,597,159,92,53,689,76,11.03047896,130,19.49025487,8.46
24003730203,Census Tract 7302.03, Anne Arundel County,1285,335,284,179,80,65,364,90,24.72527473,12,2.884615385,-21.841
24003730401,Census Tract 7304.01, Anne Arundel County,1282,254,300,113,112,93,412,0,0,26,5.739514349,5.74
24003730800,Census Tract 7308, Anne Arundel County,657,91,111,48,33,20,144,5,3.472222222,0,0,-3.472
24003731103,Census Tract 7311.03, Anne Arundel County,1361,195,308,139,106,45,414,107,25.84541063,29,6.531531532,-19.314
24003750900,Census Tract 7509, Anne Arundel County,524,153,111,53,32,29,143,10,6.993006993,26,10.97046414,3.977
24005400100,Census Tract 4001, Baltimore County,647,241,163,129,54,46,217,0,0,42,13.24921136,13.249
24005401000,Census Tract 4010, Baltimore County,729,192,91,48,27,16,118,0,0,14,13.20754717,13.208
24005401302,Census Tract 4013.02, Baltimore County,627,130,94,58,17,20,111,18,16.21621622,0,0,-16.216
24005402404,Census Tract 4024.04, Baltimore County,1315,310,445,241,134,95,579,16,2.763385147,12,4.838709677,2.075
24005402506,Census Tract 4025.06, Baltimore County,1310,271,298,123,93,73,391,25,6.393861893,16,3.855421687,-2.538
24005403202,Census Tract 4032.02, Baltimore County,599,155,227,119,64,40,291,8,2.749140893,32,15.7635468,13.014
24005404404,Census Tract 4044.04, Baltimore County,1124,199,170,74,121,68,291,25,8.591065292,38,13.52313167,4.932
24005408302,Census Tract 4083.02, Baltimore County,685,106,60,47,49,39,109,19,17.43119266,24,17.14285714,-0.288
24005408602,Census Tract 4086.02, Baltimore County,530,103,73,33,31,21,104,12,11.53846154,0,0,-11.538
24005411306,Census Tract 4113.06, Baltimore County,1319,357,252,113,71,61,323,0,0,26,8.099688474,8.1
24005411404,Census Tract 4114.04, Baltimore County,761,108,217,71,14,18,231,13,5.627705628,0,0,-5.628
24005420301,Census Tract 4203.01, Baltimore County,797,217,130,68,143,143,273,89,32.6007326,26,22.80701754,-9.794
24005420702,Census Tract 4207.02, Baltimore County,452,129,91,38,0,12,91,15,16.48351648,5,3.184713376,-13.299
24005430104,Census Tract 4301.04, Baltimore County,712,132,122,84,29,45,151,0,0,16,11.94029851,11.94
24005440300,Census Tract 4403, Baltimore County,483,129,162,90,56,38,218,2,0.917431193,0,0,-0.917
24005441000,Census Tract 4410, Baltimore County,1036,278,167,87,25,30,192,24,12.5,1,0.347222222,-12.153
24005450503,Census Tract 4505.03, Baltimore County,1950,401,311,143,112,94,423,49,11.58392435,55,13.92405063,2.34
24005490602,Census Tract 4906.02, Baltimore County,996,191,336,152,110,67,446,231,51.79372197,31,10.40268456,-41.391
24005490800,Census Tract 4908, Baltimore County,1520,318,845,289,79,62,924,429,46.42857143,433,72.40802676,25.979
24005491402,Census Tract 4914.02, Baltimore County,1035,234,236,97,33,34,269,29,10.78066914,44,14.05750799,3.277
24005492101,Census Tract 4921.01, Baltimore County,793,149,245,94,31,31,276,78,28.26086957,0,0,-28.261
24009860702,Census Tract 8607.02, Calvert County,789,141,192,92,30,32,222,40,18.01801802,31,12.70491803,-5.313
24013505102,Census Tract 5051.02, Carroll County,1395,126,319,88,68,41,387,0,0,26,6.341463415,6.341
24015030400,Census Tract 304, Cecil County,975,247,119,70,26,31,145,66,45.51724138,172,69.07630522,23.559
24015031202,Census Tract 312.02, Cecil County,1046,253,216,146,54,48,270,18,6.666666667,0,0,-6.667
24017850706,Census Tract 8507.06, Charles County,1834,274,190,79,94,54,284,0,0,0,0,0
24017850902,Census Tract 8509.02, Charles County,1350,257,181,99,45,37,226,33,14.60176991,8,2.16802168,-12.434
24017990000,Census Tract 9900, Charles County,0,12,0,12,0,12,0,0,0,0,0,0
24019970804,Census Tract 9708.04, Dorchester County,407,91,66,37,23,31,89,7,7.865168539,17,28.33333333,20.468
24021750100,Census Tract 7501, Frederick County,196,72,53,31,28,25,81,4,4.938271605,9,14.51612903,9.578
24021752101,Census Tract 7521.01, Frederick County,997,148,203,82,108,58,311,0,0,0,0,0
24023000400,Census Tract 4, Garrett County,731,140,203,82,51,34,254,23,9.05511811,2,1.834862385,-7.22
24025301105,Census Tract 3011.05, Harford County,1248,205,291,101,124,84,415,38,9.156626506,34,13.17829457,4.022
24025301202,Census Tract 3012.02, Harford County,2231,323,339,98,142,104,481,33,6.860706861,109,20.29795158,13.437
24025301704,Census Tract 3017.04, Harford County,851,162,252,87,109,61,361,4,1.108033241,74,18.04878049,16.941
24025303206,Census Tract 3032.06, Harford County,890,128,92,67,51,47,143,0,0,3,1.986754967,1.987
24025303606,Census Tract 3036.06, Harford County,975,160,108,67,39,46,147,0,0,10,3.745318352,3.745
24025306500,Census Tract 3065, Harford County,991,206,349,167,105,52,454,0,0,7,1.643192488,1.643
24027601103,Census Tract 6011.03, Howard County,1983,266,342,158,93,59,435,110,25.28735632,0,0,-25.287
24027602306,Census Tract 6023.06, Howard County,1600,225,356,132,43,41,399,32,8.020050125,0,0,-8.02
24027605402,Census Tract 6054.02, Howard County,1570,366,578,210,220,168,798,61,7.644110276,129,16.53846154,8.894
24027606904,Census Tract 6069.04, Howard County,1723,272,557,162,46,28,603,10,1.658374793,30,9.146341463,7.488
24031700104,Census Tract 7001.04, Montgomery County,1665,211,353,109,98,106,451,0,0,33,8.505154639,8.505
24031700706,Census Tract 7007.06, Montgomery County,1123,183,129,68,68,51,197,19,9.644670051,28,12.22707424,2.582
24031700722,Census Tract 7007.22, Montgomery County,1172,221,294,162,106,70,400,98,24.5,27,7.584269663,-16.916
24031700818,Census Tract 7008.18, Montgomery County,2411,492,732,305,134,84,866,27,3.11778291,68,9.239130435,6.121
24031700824,Census Tract 7008.24, Montgomery County,1083,202,53,47,112,73,165,0,0,0,0,0
24031700901,Census Tract 7009.01, Montgomery County,628,178,168,97,197,122,365,0,0,23,6.233062331,6.233
24031701214,Census Tract 7012.14, Montgomery County,755,217,157,163,280,115,437,136,31.12128146,49,14.62686567,-16.494
24031701315,Census Tract 7013.15, Montgomery County,1525,242,485,149,122,76,607,0,0,0,0,0
24031701417,Census Tract 7014.17, Montgomery County,1458,379,378,183,451,220,829,56,6.755126659,61,8.86627907,2.111
24031701508,Census Tract 7015.08, Montgomery County,1216,234,312,115,152,70,464,78,16.81034483,49,13.17204301,-3.638
24031701703,Census Tract 7017.03, Montgomery County,1143,163,257,99,160,82,417,9,2.158273381,88,26.11275964,23.954
24031703201,Census Tract 7032.01, Montgomery County,2080,404,607,219,18,32,625,3,0.48,23,5.70719603,5.227
24031703214,Census Tract 7032.14, Montgomery County,2621,455,804,232,250,204,1054,82,7.779886148,44,6.303724928,-1.476
24031703403,Census Tract 7034.03, Montgomery County,919,199,309,126,65,43,374,40,10.69518717,24,8.510638298,-2.185
24031703602,Census Tract 7036.02, Montgomery County,721,158,87,50,66,36,153,0,0,0,0,0
24031704401,Census Tract 7044.01, Montgomery County,890,147,91,51,64,53,155,6,3.870967742,9,8.823529412,4.953
24031704805,Census Tract 7048.05, Montgomery County,244,104,63,72,72,65,135,0,0,37,22.83950617,22.84
24033800209,Census Tract 8002.09, Prince George's County,1083,247,231,111,41,39,272,38,13.97058824,25,11.84834123,-2.122
24033800408,Census Tract 8004.08, Prince George's County,2235,398,587,269,97,81,684,220,32.16374269,24,5.755395683,-26.408
24033800519,Census Tract 8005.19, Prince George's County,1390,242,324,128,149,72,473,2,0.422832981,0,0,-0.423
24033800520,Census Tract 8005.20, Prince George's County,366,123,56,41,27,24,83,5,6.024096386,0,0,-6.024
24033801207,Census Tract 8012.07, Prince George's County,1038,207,254,99,65,47,319,9,2.821316614,0,0,-2.821
24033801307,Census Tract 8013.07, Prince George's County,837,155,159,58,132,75,291,27,9.278350515,15,7.009345794,-2.269
24033801406,Census Tract 8014.06, Prince George's County,691,166,230,109,73,63,303,0,0,0,0,0
24033801704,Census Tract 8017.04, Prince George's County,1653,420,151,96,123,111,274,0,0,23,6.216216216,6.216
24033801804,Census Tract 8018.04, Prince George's County,352,94,59,35,9,11,68,8,11.76470588,0,0,-11.765
24033801908,Census Tract 8019.08, Prince George's County,977,356,166,91,11,18,177,0,0,14,15.55555556,15.556
24033802406,Census Tract 8024.06, Prince George's County,615,138,108,62,27,26,135,39,28.88888889,37,26.42857143,-2.46
24033803401,Census Tract 8034.01, Prince George's County,373,115,109,69,0,12,109,56,51.37614679,0,0,-51.376
24033803523,Census Tract 8035.23, Prince George's County,1113,176,428,142,81,49,509,0,0,0,0,0
24033803527,Census Tract 8035.27, Prince George's County,645,171,188,84,62,43,250,4,1.6,0,0,-1.6
24033806000,Census Tract 8060, Prince George's County,1413,280,348,131,172,98,520,28,5.384615385,33,13.04347826,7.659
24033806602,Census Tract 8066.02, Prince George's County,1402,338,570,232,45,49,615,69,11.2195122,18,10.11235955,-1.107
24033806800,Census Tract 8068, Prince George's County,1047,131,302,105,136,82,438,119,27.16894977,9,2.486187845,-24.683
24033807305,Census Tract 8073.05, Prince George's County,915,306,324,160,171,114,495,112,22.62626263,14,5.6,-17.026
24037875901,Census Tract 8759.01, St. Mary's County,1822,383,470,237,135,109,605,22,3.636363636,25,3.591954023,-0.044
24039930200,Census Tract 9302, Somerset County,165,64,28,20,6,8,34,12,35.29411765,0,0,-35.294
24041960300,Census Tract 9603, Talbot County,903,196,201,95,22,23,223,38,17.04035874,125,47.89272031,30.852
24043000100,Census Tract 1, Washington County,788,133,71,49,37,30,108,0,0,10,9.009009009,9.009
24043000700,Census Tract 7, Washington County,672,166,117,71,72,72,189,47,24.86772487,0,0,-24.868
24043011000,Census Tract 110, Washington County,1051,171,248,95,0,17,248,0,0,0,0,0
24045000100,Census Tract 1, Wicomico County,1994,320,334,128,27,43,361,86,23.82271468,20,10.05025126,-13.772
24045010800,Census Tract 108, Wicomico County,1757,368,562,233,20,33,582,44,7.560137457,0,0,-7.56
24047950600,Census Tract 9506, Worcester County,502,130,163,84,11,20,174,27,15.51724138,8,7.407407407,-8.11
